"node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"","2021-01-30 13:53:44.736Z",2803594788, 864780000,0, 0, 32,"LORA",125000,"SF8"   ,"4/5",-66,+10.2,"33000000-13020000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-01-30 13:53:48.099Z",2806953476, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-41,+11.8,"32000000-15020000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-01-30 13:54:37.955Z",2856814972, 868950000,1, 3, 32,"LORA",125000,"SF8"   ,"4/5",-51,+10.0,"36000000-F7150000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-01-30 13:55:19.044Z",2897901972, 864640000,0, 1, 32,"LORA",125000,"SF8"   ,"4/5",-43,+13.0,"34000000-11020000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-01-30 13:56:48.650Z",2987509212, 868780000,1, 3, 32,"LORA",125000,"SF8"   ,"4/5",-47,+11.8,"31000000-19020000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-01-30 14:00:24.035Z",3202894996, 868950000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-45, +8.0,"35000000-12020000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-01-30 14:03:44.768Z",3403629028, 868950000,1, 0, 32,"LORA",125000,"SF8"   ,"4/5",-63,+10.5,"33000000-14020000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-01-30 14:03:48.127Z",3406987284, 864100000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-37,+11.0,"32000000-16020000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-01-30 14:04:37.986Z",3456849492, 864780000,0, 3, 32,"LORA",125000,"SF8"   ,"4/5",-49,+10.2,"36000000-F8150000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-01-30 14:05:19.077Z",3497932572, 864780000,0, 1, 32,"LORA",125000,"SF8"   ,"4/5",-41,+11.8,"34000000-12020000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-01-30 14:06:48.687Z",3587544252, 864780000,0, 3, 32,"LORA",125000,"SF8"   ,"4/5",-49,+10.5,"31000000-1A020000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-01-30 14:10:24.070Z",3802929932, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-48, +9.0,"35000000-13020000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-01-30 14:13:44.800Z",4003663396, 864500000,0, 0, 32,"LORA",125000,"SF8"   ,"4/5",-65,+10.0,"33000000-15020000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-01-30 14:13:48.158Z",4007021100, 864100000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-41,+12.5,"32000000-17020000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-01-30 14:14:38.020Z",4056884196, 864100000,0, 3, 32,"LORA",125000,"SF8"   ,"4/5",-51,+11.8,"36000000-F9150000-00000000-00000300-00000000-00000000-00000000-00000000"
