"node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"","2021-02-18 08:34:39.463Z",1880723332, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-53, +9.5,"2B000000-A2030000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:35:17.548Z",1918806332, 864500000,0, 0, 32,"LORA",125000,"SF8"   ,"4/5",-48, +9.8,"33000000-A30C0000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:35:19.889Z",1921144868, 864100000,0, 5, 32,"LORA",125000,"SF8"   ,"4/5",-115,-10.8,"32000000-A50C0000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-02-18 08:35:19.889Z",1921144868, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-35,+11.2,"32000000-A50C0000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-02-18 08:35:31.274Z",1932534124, 868780000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-33, +9.0,"30000000-24040000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:36:10.102Z",1971355372, 864500000,0, 3, 32,"LORA",125000,"SF8"   ,"4/5",-42,+11.2,"36000000-87200000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:36:41.427Z",2002684684, 864640000,0, 1, 32,"LORA",125000,"SF8"   ,"4/5",-39,+10.5,"34000000-A10C0000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-02-18 08:36:43.780Z",2005041140, 864780000,0, 3, 32,"LORA",125000,"SF8"   ,"4/5",-33,+12.2,"2C000000-27040000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:38:06.257Z",2087517172, 864640000,0, 0, 32,"LORA",125000,"SF8"   ,"4/5",-36, +9.2,"2E000000-25040000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:38:24.940Z",2106197020, 864100000,0, 3, 32,"LORA",125000,"SF8"   ,"4/5",-39,+12.8,"31000000-A90C0000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:39:09.594Z",2150849228, 864640000,0, 1, 32,"LORA",125000,"SF8"   ,"4/5",-36,+11.0,"2F000000-A3030000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:41:45.781Z",2307037132, 864300000,0, 5, 32,"LORA",125000,"SF8"   ,"4/5",-115, -9.5,"2D000000-9F030000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:41:45.781Z",2307037132, 864100000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-35,+11.2,"2D000000-9F030000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:41:58.698Z",2319957524, 868780000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-39, +8.0,"35000000-A20C0000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-02-18 08:44:39.494Z",2480755548, 864640000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-54, +9.0,"2B000000-A3030000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:45:17.583Z",2518841332, 864780000,0, 0, 32,"LORA",125000,"SF8"   ,"4/5",-45,+11.0,"33000000-A40C0000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:45:19.925Z",2521179908, 864100000,0, 5, 32,"LORA",125000,"SF8"   ,"4/5",-114,-10.0,"32000000-A60C0000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-02-18 08:45:19.925Z",2521179916, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-31,+11.0,"32000000-A60C0000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-02-18 08:45:31.307Z",2532564460, 868780000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-31, +8.2,"30000000-25040000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:46:10.135Z",2571390148, 869120000,1, 3, 32,"LORA",125000,"SF8"   ,"4/5",-40,+12.5,"36000000-88200000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:46:41.456Z",2602715932, 864640000,0, 1, 32,"LORA",125000,"SF8"   ,"4/5",-36, +9.0,"34000000-A20C0000-00000000-00000300-00000000-00000000-00000000-00000000"
"","2021-02-18 08:46:43.862Z",2605116260, 864300000,0, 3, 32,"LORA",125000,"SF8"   ,"4/5",-30,+12.0,"2C000000-28040000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:48:06.290Z",2687550108, 864640000,0, 0, 32,"LORA",125000,"SF8"   ,"4/5",-35,+10.5,"2E000000-26040000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:48:24.974Z",2706233268, 864100000,0, 3, 32,"LORA",125000,"SF8"   ,"4/5",-36,+11.0,"31000000-AA0C0000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:49:09.618Z",2750878964, 864640000,0, 1, 32,"LORA",125000,"SF8"   ,"4/5",-34, +9.2,"2F000000-A4030000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:51:45.821Z",2907078804, 864640000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-33,+12.0,"2D000000-A0030000-00000000-00000300-01000000-00000000-00000000-00000000"
"","2021-02-18 08:51:45.821Z",2907078804, 864100000,0, 5, 32,"LORA",125000,"SF8"   ,"4/5",-114,-10.0,"2D000000-A0030000-00000000-00000300-01000000-00000000-00000000-00000000"
