"node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"","2019-12-04 18:11:49.098Z",1539152020, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-88,+11.0,"05000000-2F260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:11:51.111Z",1541162580, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-88,+11.0,"05000000-30260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:11:53.122Z",1543173156, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-91,+12.0,"05000000-31260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:11:55.130Z",1545183708, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-89,+11.0,"05000000-32260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:11:57.141Z",1547194268, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-93,+12.0,"05000000-33260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:11:59.150Z",1549204836, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-91,+12.0,"05000000-34260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:12:01.163Z",1551215396, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-91,+12.2,"05000000-35260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:12:03.171Z",1553225956, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-91,+11.8,"05000000-36260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:12:05.183Z",1555236524, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-93,+11.5,"05000000-37260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:12:07.195Z",1557247076, 864300000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-90,+11.5,"05000000-38260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:12:09.206Z",1559257644, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-91,+11.8,"05000000-39260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:12:11.216Z",1561268204, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-90,+11.0,"05000000-3A260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:12:13.227Z",1563278772, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-89,+10.5,"05000000-3B260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:12:15.238Z",1565289332, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-90,+11.0,"05000000-3C260100-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-04 18:12:17.245Z",1567299900, 864780000,0, 4, 32,"LORA",125000,"SF8"   ,"4/5",-89,+11.2,"05000000-3D260100-00000000-00000000-00000000-00000000-00000000-00000000"
