"node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"","2019-12-10 20:17:51.999Z",3738400236, 864100000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +9.2,"03000000-62010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:18:50.687Z",3797086764, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-76, +9.2,"03000000-63010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:19:49.373Z",3855773300, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +8.5,"03000000-64010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:20:48.059Z",3914459828, 868950000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-81, +9.0,"03000000-65010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:21:46.745Z",3973146364, 864780000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +8.5,"03000000-66010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:22:45.431Z",4031832892, 869400000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.2,"03000000-67010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:23:44.118Z",4090519420, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +8.8,"03000000-68010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:24:42.803Z",4149205956, 868780000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-81, +9.2,"03000000-69010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:25:41.491Z",4207892484, 864780000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +9.2,"03000000-6A010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:26:40.178Z",4266579020, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.0,"03000000-6B010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:27:38.862Z",  30298252, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.0,"03000000-6C010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:28:37.549Z",  88984780, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +9.2,"03000000-6D010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:29:36.238Z", 147671316, 869120000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.5,"03000000-6E010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:30:34.922Z", 206357852, 864300000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +8.8,"03000000-6F010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:31:33.608Z", 265044380, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.0,"03000000-70010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:32:32.297Z", 323730908, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.2,"03000000-71010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:33:30.981Z", 382417444, 864640000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.0,"03000000-72010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:34:29.667Z", 441103972, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.2,"03000000-73010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:35:28.354Z", 499790500, 864300000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.0,"03000000-74010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:36:27.040Z", 558477036, 869120000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +8.8,"03000000-75010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:37:25.730Z", 617163564, 864780000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-76, +9.0,"03000000-76010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:38:24.413Z", 675850100, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.0,"03000000-77010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:39:23.103Z", 734536628, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +9.0,"03000000-78010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:40:21.789Z", 793223164, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.0,"03000000-79010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:41:20.472Z", 851909692, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.5,"03000000-7A010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:42:19.161Z", 910596228, 864100000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-76, +8.5,"03000000-7B010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:43:17.846Z", 969282756, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +8.2,"03000000-7C010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:44:16.534Z",1027969284, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.0,"03000000-7D010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:45:15.220Z",1086655812, 869120000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +9.5,"03000000-7E010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:46:13.909Z",1145342348, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.2,"03000000-7F010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:47:12.594Z",1204028868, 869400000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-76, +9.5,"03000000-80010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:48:11.283Z",1262715404, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.2,"03000000-81010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:49:09.965Z",1321401932, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-76, +8.8,"03000000-82010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:50:08.655Z",1380088468, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +8.5,"03000000-83010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:51:07.343Z",1438774996, 868780000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.2,"03000000-84010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:52:06.028Z",1497461524, 864780000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.5,"03000000-85010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:53:04.713Z",1556148060, 864300000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-76, +8.5,"03000000-86010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:54:03.399Z",1614834580, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +9.0,"03000000-87010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:55:02.088Z",1673521116, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.8,"03000000-88010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:56:00.774Z",1732207644, 869400000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +8.8,"03000000-89010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:56:59.460Z",1790894180, 864300000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +9.0,"03000000-8A010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:57:58.146Z",1849580708, 868950000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.8,"03000000-8B010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:58:56.833Z",1908267236, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +9.8,"03000000-8C010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 20:59:55.531Z",1966953772, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-76, +9.0,"03000000-8D010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 21:00:54.207Z",2025640300, 864300000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-77, +8.5,"03000000-8E010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 21:01:52.893Z",2084326828, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-79, +8.8,"03000000-8F010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 21:02:51.578Z",2143013356, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.2,"03000000-90010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 21:03:50.265Z",2201699884, 869400000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.0,"03000000-91010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 21:04:48.952Z",2260386412, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.0,"03000000-92010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 21:05:47.638Z",2319072940, 869400000,1, 2, 32,"LORA",125000,"SF8"   ,"4/5",-76, +8.8,"03000000-93010000-00000000-00000000-00000000-00000000-00000000-00000000"
"","2019-12-10 21:06:46.324Z",2377759476, 864500000,0, 2, 32,"LORA",125000,"SF8"   ,"4/5",-78, +9.0,"03000000-94010000-00000000-00000000-00000000-00000000-00000000-00000000"
